,0
0,45.738462359012445
1,46.05955673619235
2,47.298450173740186
3,49.861828246334326
4,53.67914093858542
5,51.4044758399087
6,38.93631362768069
7,26.1218759926296
8,26.6937895486757
9,29.96443889245476
10,31.59042740042731
11,34.880569025635474
12,37.429883066264296
13,38.7349237574247
14,40.12827137970595
15,38.124215213814324
16,34.98010274460332
17,37.710083592424276
18,41.562416535148486
19,40.49938295922413
20,31.255467435375298
21,17.78736913095134
22,3.554270732253051
23,18.04757130377063
24,30.344774369508198
25,36.91780794636639
26,37.31778544281057
27,31.396485935076278
28,26.072044464359657
29,34.08374708584565
30,50.410650516396075
31,61.54848405419312
32,67.26607180982957
33,73.0542408703804
34,80.0280990917653
35,80.3290634907511
36,72.95017329015097
37,61.77330432861541
38,48.90430381138342
39,36.945758376733046
40,26.899543650439778
41,16.52009608740851
42,9.833608691347152
43,14.653096592130359
44,22.374895250720105
45,25.557455597048012
46,25.45322845874049
47,23.635357146042697
48,17.832237428665426
49,9.699599509146978
50,28.96805736063628
51,58.26054359616999
52,87.37792470153597
53,109.66655010576495
54,116.45245350379533
55,111.49189735418881
56,102.39627862704123
57,100.96397050138516
58,108.83794685964676
59,119.56710252891644
60,125.6401493946653
61,130.23086613360462
62,138.47154610769113
63,148.47211948379694
64,158.24952206084362
65,160.98687231313778
66,153.12558675325988
67,137.95498378300198
68,120.08820754810844
69,103.85910106441688
70,90.82217366776516
71,75.2791393400218
72,50.75224852439386
73,34.77108609869758
74,54.123349882533965
75,83.28919977396299
76,109.26873015124656
77,135.05737960085213
78,169.89501611485463
79,199.40326603087982
80,217.21855431167862
81,222.7384952716847
82,236.69122636827402
83,295.5151345499528
84,381.9995274881278
85,458.31856005845594
86,533.1056981379145
87,640.4807788543343
88,754.2137628440303
89,848.8509210991712
90,945.9962394935967
91,997.8784902638112
92,912.5402238909293
93,699.7161046331626
94,412.33416555709334
95,177.78073064221158
96,162.37554761863166
97,276.135819514741
98,339.0906249973353
99,334.98220805314776
100,312.17817869075526
101,292.37153799709967
102,262.97895336044195
103,214.91937060199015
104,146.7635759431284
105,82.11730761679732
106,74.41990468580302
107,115.41491668690135
108,170.9348216846199
109,214.17449926794177
110,236.81432143469831
111,242.35672371838407
112,226.4270765972531
113,198.19408325409358
114,172.12856161910216
115,158.1411337850878
116,155.2046825764377
117,153.7601284188152
118,151.02722829168874
119,151.3939385276213
120,156.48693118224688
121,166.35448413317204
122,169.08544359086181
123,163.16355544421003
124,149.7372472063856
125,131.87637735002713
126,123.2266597516431
127,129.31693275583055
128,137.07494715784637
129,144.19412656311476
130,150.9966088658812
131,145.37624940858015
132,135.0080831859987
133,114.54537841525196
134,96.47989288432419
135,93.87455449136388
136,96.11024332866222
137,104.54511446305132
138,110.79819819771656
139,117.53171530694924
140,129.11503966450917
141,133.61541481853305
142,133.94746904325103
143,132.19303567130268
144,129.53660967305944
145,127.06782258750987
146,122.19490987660664
147,118.28168393273134
148,116.80660161777487
149,120.4491691746636
150,124.36193399784403
151,126.09914919689054
152,126.0032578231084
153,125.22599242945253
154,126.0818784953985
155,122.79727073689455
156,120.62489853413268
157,122.92950966812644
158,127.38128800623228
159,133.48267921871218
160,133.6351874513205
161,130.30441857139843
162,124.08335661254849
163,119.47482751399372
164,118.37277056014418
165,119.33912344309549
166,121.24060814529449
167,122.18104804358423
168,122.85424959905902
169,122.94933398904513
170,122.69659019770427
171,123.16093981014045
172,119.99979291312098
173,117.98588708254867
174,118.26501366124958
175,118.57903457918003
176,119.68000850958565
177,114.89318779515783
178,110.2561059004186
179,108.58426752866231
180,112.71120086850175
181,113.98955207867388
182,114.00140493296198
183,114.75412852127039
184,112.47973992473023
185,112.5950454137014
186,109.79024280218017
187,108.92867821259281
188,111.03437610244481
189,111.68438132097573
190,113.16434163304686
191,113.45968896493281
192,114.98569851365052
193,113.88955601315195
194,112.1301142760102
195,110.51075375481338
196,109.08902320065013
197,111.26774567108195
198,110.88526209194696
199,111.28154572163967
200,112.11989129041048
201,111.00879125052428
202,110.96689340204563
203,110.3968535454385
204,110.42431041833721
205,109.91185009454847
206,107.06292475045008
207,106.25595989542683
208,104.99763969923994
209,104.38627807968793
210,103.58823184519301
211,100.10126514833946
212,97.63045850320547
213,98.3906019670805
214,98.3327936286701
215,98.10756322000383
216,97.6887833530403
217,96.47842806025662
218,98.81853395224795
219,98.6956862886051
220,98.39891869049059
221,98.86415405561542
222,97.16054284877696
223,96.97278287941117
224,97.37558925310908
225,97.62312423323505
226,97.9585745139739
227,96.92853983747636
228,96.11407032371808
229,96.02956496823025
230,96.22251881564515
231,95.4448349532168
232,94.89097896589587
233,93.57855493182942
234,90.88179784484475
235,89.82550597415107
236,89.40109154407217
237,90.727658951969
238,90.3054879511861
239,89.22245559675174
240,88.40617435346252
241,87.94251726307454
242,87.72046140413762
243,87.36318091212884
244,87.38656922428468
245,89.42640276702593
246,89.29914222044569
247,88.86147107994681
248,88.20777670577188
249,87.86103276560664
250,86.77896966720377
251,87.86926066036146
252,87.75121276776433
253,87.12203475078611
254,86.78624771639898
255,85.26894108979592
256,84.84004692655894
257,84.20432426698532
258,84.53511172437146
259,83.66247515525946
260,83.13559361219059
261,83.56996201306997
262,84.06005205154156
