0,68638.6796875
1,68646.6328125
2,68623.0546875
3,68608.7421875
4,68610.75
5,68618.21875
6,68627.4453125
7,68644.0
8,68615.4375
9,68646.4921875
10,68632.8671875
11,68645.4140625
12,68644.9765625
13,68640.046875
14,68661.671875
15,68634.5234375
16,68610.015625
17,68681.3046875
18,68622.46875
19,68619.484375
20,68650.8828125
21,68612.0625
22,68610.75
23,68615.3359375
24,68621.34375
25,68644.09375
26,68671.5390625
27,68632.8671875
28,68670.7578125
29,68654.640625
30,68658.2109375
31,68668.65625
32,68661.578125
33,68683.9921875
34,68604.546875
35,68596.1953125
36,68554.0546875
37,68581.3046875
38,68626.078125
39,68661.625
40,68673.640625
41,68675.1015625
42,68664.3125
43,68665.2890625
44,68670.3203125
45,68645.171875
46,68660.2109375
47,68636.671875
48,68623.1015625
49,68644.5390625
50,68615.2421875
51,68641.8515625
52,68642.390625
53,68651.03125
54,68635.9453125
55,68632.375
56,68606.7421875
57,68604.0546875
58,68571.1015625
59,68604.59375
60,68653.375
61,68648.8828125
62,68659.671875
63,68686.234375
64,68661.1875
65,68652.984375
66,68668.65625
67,68623.4921875
68,68591.609375
69,68622.90625
70,68638.484375
71,68661.671875
72,68677.3515625
73,68664.8515625
74,68646.34375
75,68623.9765625
76,68627.203125
77,68592.09375
78,68581.7421875
79,68611.578125
80,68630.03125
81,68641.5078125
82,68612.1171875
83,68638.484375
84,68652.203125
85,68633.9375
86,68644.828125
87,68621.4921875
88,68622.90625
89,68656.3046875
90,68657.1328125
91,68672.4140625
92,68658.546875
93,68655.1328125
94,68641.9453125
95,68616.265625
96,68623.8359375
97,68586.96875
98,68599.3203125
99,68603.5703125
100,68621.2421875
101,68633.40625
102,68641.5546875
103,68652.4921875
104,68633.2578125
105,68657.9140625
106,68673.5390625
107,68646.4921875
108,68651.3203125
109,68661.578125
110,68597.953125
111,68635.015625
112,68632.328125
113,68629.890625
114,68648.4921875
115,68640.7734375
116,68625.4453125
117,68625.640625
118,68629.984375
119,68648.4453125
120,68663.3359375
121,68683.40625
122,68674.5625
123,68672.5625
124,68689.265625
125,68685.5546875
126,68701.3203125
127,68662.75
128,68635.75
129,68597.5625
130,68587.84375
131,68638.8203125
132,68654.25
133,68669.5859375
134,68667.5859375
135,68679.8359375
136,68687.5546875
137,68680.671875
138,68639.4609375
139,68598.6875
140,68626.3203125
141,68664.6015625
142,68693.5078125
143,68662.3125
144,68680.375
145,68693.703125
146,68669.78125
147,68657.9140625
148,68656.453125
149,68662.6484375
150,68685.0625
151,68679.3984375
152,68633.015625
153,68631.3046875
154,68659.671875
155,68667.7265625
156,68636.8203125
157,68650.6875
158,68626.421875
159,68642.6796875
160,68651.375
161,68685.015625
162,68687.1640625
163,68686.3359375
164,68641.65625
165,68669.2890625
166,68685.40625
167,68680.5234375
168,68689.3125
169,68668.609375
170,68672.609375
171,68686.578125
172,68683.7421875
173,68664.796875
174,68656.3984375
175,68634.1328125
176,68635.3046875
177,68639.796875
178,68648.0
179,68667.6796875
180,68664.2109375
181,68639.40625
182,68645.90625
183,68656.453125
184,68659.234375
185,68645.3203125
186,68671.296875
187,68658.3046875
188,68662.9453125
189,68673.9765625
190,68660.6015625
191,68639.4609375
192,68641.703125
193,68631.15625
194,68626.515625
195,68642.53125
196,68632.4765625
197,68648.390625
198,68649.078125
199,68663.234375
200,68681.0625
201,68676.3203125
202,68671.6875
203,68694.046875
204,68701.125
205,68686.921875
206,68698.8359375
207,68681.109375
208,68668.3671875
209,68661.625
210,68652.7890625
211,68652.6875
212,68660.015625
213,68651.2734375
214,68632.234375
215,68630.03125
216,68636.53125
217,68624.90625
218,68652.15625
219,68659.671875
220,68685.2109375
221,68668.1171875
222,68685.75
223,68691.9453125
224,68679.203125
225,68665.140625
226,68663.875
227,68667.875
228,68632.5234375
229,68661.0859375
230,68681.203125
231,68681.9375
232,68692.4375
233,68695.265625
234,68688.921875
235,68672.078125
236,68652.546875
237,68670.125
238,68641.359375
239,68640.4375
240,68663.53125
241,68670.4609375
242,68673.5390625
243,68654.0546875
244,68672.171875
245,68668.8046875
246,68665.3359375
247,68636.3828125
248,68632.0390625
249,68633.6015625
250,68651.125
251,68665.578125
252,68700.296875
253,68685.9921875
254,68663.96875
255,68648.5390625
256,68654.984375
257,68646.5859375
258,68644.4375
259,68631.6484375
260,68645.609375
261,68657.625
262,68648.1953125
263,68609.234375
264,68634.0390625
265,68687.40625
266,68665.4375
267,68630.5234375
268,68616.5078125
269,68647.21875
270,68649.421875
271,68655.765625
272,68651.515625
273,68662.6484375
274,68666.703125
275,68659.4296875
276,68677.1015625
277,68657.9609375
278,68663.3828125
279,68638.4296875
280,68624.6640625
281,68646.34375
282,68637.796875
283,68639.8515625
284,68656.15625
285,68647.0234375
286,68665.3828125
287,68659.28125
288,68667.2421875
289,68680.0859375
290,68679.3984375
291,68662.1640625
292,68657.375
293,68656.546875
294,68677.4453125
295,68669.390625
296,68678.8125
297,68664.359375
298,68618.171875
299,68622.609375
300,68637.6484375
301,68643.1171875
302,68653.765625
303,68663.7734375
304,68657.8671875
305,68656.3046875
306,68642.6328125
307,68659.578125
308,68690.484375
309,68679.8359375
310,68666.0703125
311,68687.75
312,68667.09375
313,68658.015625
314,68658.015625
315,68665.921875
316,68689.5546875
317,68665.2421875
318,68638.875
319,68643.0234375
320,68657.9609375
321,68659.0859375
322,68662.5078125
323,68669.2890625
324,68683.3515625
325,68677.640625
326,68662.2109375
327,68636.671875
328,68623.4921875
329,68595.8046875
330,68619.09375
331,68634.0859375
332,68650.7890625
333,68686.3359375
334,68688.4296875
335,68681.6953125
336,68679.3046875
337,68664.265625
338,68675.7890625
339,68670.171875
340,68646.296875
341,68638.3828125
342,68629.640625
343,68641.265625
344,68652.7890625
345,68662.796875
346,68665.4375
347,68661.234375
348,68660.0625
349,68639.796875
350,68615.7265625
351,68656.3046875
352,68664.75
353,68650.0078125
354,68666.65625
355,68672.8046875
356,68643.8515625
357,68666.5078125
358,68665.4375
359,68663.96875
360,68658.6015625
361,68663.578125
362,68669.046875
363,68665.6328125
364,68655.671875
365,68657.28125
366,68664.703125
367,68650.6875
368,68648.640625
369,68637.9921875
370,68591.359375
371,68569.6328125
372,68621.5859375
373,68644.390625
374,68673.296875
375,68685.75
376,68683.3046875
377,68675.8359375
378,68676.2265625
379,68679.890625
380,68671.734375
381,68666.609375
382,68652.1015625
383,68644.390625
384,68637.6484375
385,68635.5
386,68630.6171875
387,68625.59375
388,68622.8046875
389,68635.6015625
390,68647.7578125
391,68656.0078125
392,68666.8984375
393,68663.96875
394,68657.4765625
395,68664.5546875
396,68672.90625
397,68670.953125
398,68692.046875
399,68674.859375
400,68643.8046875
401,68659.578125
402,68631.9375
403,68656.203125
404,68651.2734375
405,68649.171875
406,68635.890625
407,68633.109375
408,68638.625
409,68653.9140625
410,68660.6015625
411,68662.6484375
412,68646.0
413,68659.328125
414,68680.421875
415,68665.140625
416,68676.6171875
417,68685.2109375
418,68687.2109375
419,68685.890625
420,68650.640625
421,68645.7109375
