610.71,231.1,209.39,86.301,92.58,42.341,47.52,50.5,55.7,50.539,33.694,34.863,34.435,23.705,18.828
636.47,243.24,220.15,92.299,97.544,48.014,51.203,52.959,56.771,52.406,35.874,36.047,34.722,25.188,18.667
656.69,259.41,237.23,101.95,106.96,52.372,56.136,57.724,61.044,58.083,39.932,38.53,36.719,26.584,17.906
663.24,269.49,250.4,110.31,115.98,55.034,61.442,64.605,67.47,63.454,45.897,43.019,40.735,29.278,17.97
662.94,268.85,251.77,112.88,118.45,58.277,64.982,69.532,71.026,64.71,50.895,47.142,43.858,32.614,18.92
664.86,263.94,246.13,111.32,115.42,63.165,66.026,69.803,69.655,62.822,52.844,48.583,44.348,35.33,20.696
664.82,262.39,243.85,110.21,113.41,66.421,65.72,67.074,66.688,61.64,52.75,47.806,43.727,37.149,23.256
653.24,262.83,246.98,110.21,115.19,63.999,65.053,64.439,65.795,62.951,52.759,46.976,44.053,38.521,25.793
634.46,259.52,248.46,108.75,117.12,57.533,64.181,63.054,66.782,65.166,53.644,47.437,45.434,39.952,27.509
624.51,252.48,243.48,105.85,115.67,53.79,63.778,62.728,67.619,66.018,55.073,49.085,47.114,41.99,28.988
627.29,246.65,234.96,104.37,112.05,56.329,64.876,63.457,67.762,64.634,56.767,51.144,48.958,44.776,31.224
625.89,243.03,227.26,104.31,108.47,60.716,66.642,64.517,67.481,61.349,58.085,52.476,50.604,47.185,33.449
605.33,237.69,220.9,101.7,104.43,60.531,66.323,63.778,66.16,57.604,57.678,51.955,50.873,47.596,33.894
574.4,230.08,215.91,95.079,99.439,55.832,62.829,60.228,63.782,56.201,55.263,49.824,49.704,46.279,33.058
553.79,224.81,214.43,88.836,96.274,52.135,58.934,56.324,62.699,59.397,53.11,48.414,49.483,45.936,34.226
548.3,222.94,215.6,87.035,97.442,52.228,58.166,55.616,65.163,65.64,53.955,50.196,52.532,48.702,39.579
543.66,217.95,212.57,87.197,100.13,53.269,60.322,58.221,69.581,69.933,57.401,54.844,57.746,53.274,47.091
529.7,205.42,200.62,84.142,99.075,52.344,61.811,60.56,71.776,69.045,59.945,59.061,61.403,56.193,52.506
512.59,191.85,186.14,78.097,94.223,50.654,60.136,59.801,70.136,65.362,58.983,59.727,61.233,55.657,53.516
500.55,187.34,180.9,74.518,91.279,50.262,56.44,56.937,67.377,63.953,55.612,56.883,58.387,53.003,51.076
490.1,191.76,186.92,76.265,93.848,50.275,53.673,55.024,66.68,66.515,52.925,53.46,55.529,50.694,47.706
474.94,194.84,193.31,80.232,98.577,49.339,53.704,55.738,68.071,70.011,52.59,52.418,54.366,50.01,45.796
459.08,189.96,190.11,82.643,100.17,49.381,56.479,58.356,69.542,71.154,53.851,54.247,55.137,50.73,46.66
449.57,181.45,180.44,83.948,98.447,52.911,60.586,61.102,70.119,70.303,55.181,56.966,57.066,51.892,49.571
441.66,176.61,174.91,86.445,97.623,57.838,64.046,62.718,70.447,70.31,55.976,58.422,58.793,52.537,52.04
423.97,176.07,177.68,89.835,99.979,59.187,65.591,63.298,71.276,72.896,56.802,58.549,59.415,52.546,52.396
397.66,175.49,182.66,91.84,103.23,56.137,65.814,64.082,72.693,77.168,58.57,59.124,59.608,53.088,51.844
377.62,172.61,182.35,91.795,104.05,53.389,66.412,66.034,74.397,80.917,61.466,61.272,60.939,55.501,52.774
371.32,168.13,175.54,91.023,101.78,54.418,67.965,68.51,75.82,82.524,64.594,64.023,63.819,59.563,55.598
367.63,162.03,165.93,90.232,98.163,56.985,69.321,70.041,76.327,82.045,66.928,65.924,67.083,63.688,58.934
352.71,153.76,156.89,88.72,94.937,57.453,69.444,70.343,75.964,81.072,68.511,67.124,69.711,66.886,62.325
328.42,145.57,149.85,86.148,92.73,56.299,68.666,70.362,75.506,81.211,69.962,68.437,71.619,69.3,66.26
306.33,141.3,145.3,83.408,91.415,56.14,67.504,70.185,75.196,82.294,70.784,68.954,72.313,70.499,69.336
290.33,141.18,143.12,81.532,90.828,56.582,65.676,68.68,74.272,82.626,69.516,66.839,70.63,69.084,68.509
275.45,141.05,141.98,80.957,91.246,55.16,63.574,66.205,72.694,81.45,66.467,63.05,67.216,65.366,63.83
260.41,137.64,140.1,81.905,93.179,52.627,63.532,65.934,72.467,80.31,65.029,62.03,65.708,63.001,60.376
249.34,132.03,136.46,84.281,96.352,53.037,67.622,70.499,75.645,81.018,68.469,66.847,69.174,65.658,62.719
240.65,126.75,131.23,87.045,99.187,57.751,74.443,78.126,81.249,82.922,75.665,74.916,75.878,72.239,68.823
225.76,122.16,125.42,88.788,100.09,62.928,79.954,84.174,85.772,83.56,81.735,80.582,80.736,77.453,72.314
203.02,117.51,120.36,89.187,99.165,64.688,81.808,86.273,87.024,81.96,83.228,81.403,81.123,77.551,70.282
183.3,113.31,116.78,89.039,97.938,63.96,81.37,86.053,86.165,79.892,81.258,79.85,79.253,73.899,65.951
174.87,110.25,113.85,88.852,97.292,63.949,81.067,85.857,85.549,79.425,79.076,79.03,78.408,70.342,63.564
170.05,107.12,109.92,88.38,96.714,65.009,81.321,85.953,85.868,80.338,78.056,79.117,78.897,68.687,63.654
155.45,102.16,104.47,87.502,95.534,64.947,80.935,85.575,86.136,80.712,77.144,78.627,78.889,67.92,64.364
131,95.913,98.73,86.345,93.803,63.203,79.198,84.58,85.365,79.308,75.141,77.058,77.534,66.536,64.702
108.83,90.773,93.928,84.463,91.608,61.531,76.387,82.808,83.249,76.596,72.047,74.814,75.524,64.06,64.609
95.093,87.755,89.946,81.358,88.666,60.628,73.052,79.486,79.981,73.884,68.624,72.013,73.523,60.917,63.839
83.429,85.492,86.19,78.035,85.228,58.962,69.995,74.888,76.426,72.2,65.893,69.063,71.834,58.257,63.052
68.069,82.216,82.385,76.282,82.272,55.721,68.32,71.323,73.924,71.712,64.923,67.451,71.204,57.682,64.64
53.073,77.067,77.577,75.725,79.97,52.664,68.245,70.599,72.952,71.554,65.935,68.134,72.257,59.763,69.864
43.25,69.686,70.021,73.537,77.049,51.794,68.246,71.291,72.308,70.421,67.52,69.562,74.011,62.778,75.721
33.947,60.662,60.012,68.436,72.808,52.852,66.634,70.368,70.509,67.944,67.719,69.013,74.342,63.997,77.234
18.029,52.581,51.568,63.125,68.757,54.36,63.761,67.111,67.589,65.319,66.042,65.864,72.257,62.373,73.055
-1.7168,48.276,48.492,60.691,66.633,55.79,61.47,63.493,64.624,63.945,63.667,62.058,68.763,59.102,66.705
-16.261,46.996,48.953,60.08,65.495,57.237,60.567,60.96,61.984,63.62,61.7,59.294,65.296,55.6,61.881
-24.85,44.402,46.993,57.988,62.849,58.112,60.278,59.07,59.377,62.879,60.278,57.416,62.411,52.254,58.758
-36.592,37.903,40.199,54.507,58.684,57.966,60.319,57.703,57.432,61.153,59.57,56.023,60.37,49.443,55.817
-56.012,30.281,32.896,53.48,56.194,57.972,61.811,58.358,57.711,59.724,60.411,55.97,59.872,48.378,53.143
-75.493,25.97,29.947,56.685,57.681,59.74,65.337,61.936,60.656,60.142,63.14,58.072,61.337,49.866,52.004
-86.616,25.054,30,60.913,61.44,62.76,69.39,66.749,64.607,62.179,66.57,61.355,64.001,52.974,52.35
-92.383,23.549,27.827,62.374,63.874,64.761,71.834,70.062,67.302,63.705,68.896,63.723,66.267,55.802,52.675
-101.44,19.234,21.756,61.269,63.272,64.744,72.012,70.572,67.425,62.393,69.081,63.823,66.564,57.108,51.964
-114.3,14.392,15.29,59.731,60.192,63.92,70.393,68.277,64.481,57.626,66.866,61.417,63.81,56.555,50.293
-123.66,12.145,11.704,57.531,55.536,63.175,67.14,63.325,58.76,51.402,62.434,56.897,58.157,54.283,47.996
-127.57,12.242,10.462,53.101,50.317,61.601,62.619,56.888,52.486,47.422,57.292,51.801,52.109,51.484,46.042
-133.78,11.69,9.4815,47.675,46.575,58.861,58.822,52.248,49.554,48.263,54.728,49.228,49.866,50.873,47.116
-147.88,8.0607,7.6573,44.729,46.002,57.328,58.297,52.51,52.122,52.713,57.424,51.734,53.904,54.752,54.001
-164.01,1.1977,3.8584,44.997,47.281,59.574,61.064,56.808,57.646,56.461,64.04,58.165,62.002,61.939,65.579
-172.85,-6.8764,-3.2898,45.236,46.859,64.157,63.896,60.572,60.861,56.209,69.407,63.754,68.592,67.676,75.736
-174.83,-12.554,-12.13,43.06,43.296,66.209,63.561,60.311,59.031,52.826,69.162,64.308,69.466,67.61,78.108
-179.08,-12.758,-17.057,40.324,39.342,62.942,60.164,57.049,54.307,49.927,63.88,60.078,65.095,61.822,72.167
-190.52,-8.3556,-14.37,40.059,38.615,57.098,56.744,54.578,50.947,49.943,58.268,55.297,59.77,54.691,63.839
-204.55,-4.4756,-7.8602,42.238,41.46,54.027,56.199,55.521,51.384,52.469,56.783,54.329,58.085,51.001,59.872
-215.19,-5.443,-5.1175,44.758,45.29,56.271,59.133,59.728,55.039,55.786,60.261,58.278,61.583,52.111,61.829
-222.1,-10.035,-8.737,46.895,47.81,61.833,63.875,65.146,59.389,58.345,65.885,64.388,67.449,55.174,65.374
-227.13,-13.797,-14.598,49.015,48.217,66.743,67.583,69.001,61.364,58.717,69.421,68.114,70.311,55.65,64.784
-229.59,-15.32,-18.742,49.794,46.103,68.115,67.768,69.059,58.998,55.954,67.969,66.479,66.663,51.126,58.019
-229.74,-17.302,-21.781,47.064,41.545,65.533,64.176,65.398,53.236,51.144,62.068,60.519,58.356,43.532,48.065
-232.99,-21.326,-25.322,41.907,36.504,61.299,59.685,61.05,47.794,47.353,55.789,54.666,51.248,37.834,40.218
-243.71,-25.247,-28.502,38.855,33.891,59.352,58.381,59.64,45.987,46.499,53.903,53.078,49.804,38.1,38.156
-256.85,-27.411,-31.052,40.322,33.976,62.002,61.629,61.751,47.419,46.822,57.66,55.953,53.153,44.217,41.703
-263.04,-30.1,-36.005,42.849,33.281,66.774,66.024,63.986,48.412,44.979,63.05,59.218,56.46,51.928,47.213
-262.74,-35.578,-44.738,41.118,28.749,67.965,66.126,62.093,45.914,40.549,64.026,58.1,55.623,56.041,50.193
-267.54,-41.105,-51.761,34.691,22.202,62.887,59.93,55.198,40.665,36.842,58.364,51.632,50.678,54.437,49.004
-283.6,-42.246,-50.409,28.443,18.747,55.707,51.437,47.113,36.474,36.728,50.341,44.105,45.567,49.906,46.961
-301.2,-40.351,-43.431,26.528,20.737,53.223,47.061,43.321,36.617,39.081,46.841,41.58,44.941,47.907,49.764
-307.3,-41.811,-41.585,28.174,25.132,57.006,49.283,46.056,40.868,40.484,50.451,46.152,50.198,51.493,59.329
-303.63,-48.688,-49.495,30.129,27.561,61.792,54.545,52.188,45.862,39.644,57.093,53.782,57.953,58.193,70.638
-303.45,-54.637,-58.527,31.25,27.49,62.244,57.785,56.504,48.436,38.677,60.989,58.611,63.062,62.662,76.446
-312.2,-53.155,-58.001,32.928,27.91,59.16,58.002,57.174,48.619,40.069,60.926,59.08,63.703,62.412,75.05
-321.48,-46.513,-49.312,35.884,30.749,57.332,58.026,56.982,48.947,43.649,60.189,58.46,62.602,59.648,71.356
-324.05,-42.408,-43.113,38.612,34.495,58.827,59.501,58.852,50.947,47.109,61.014,59.442,62.734,57.216,69.857
-325.09,-43.734,-44.661,39.396,36.604,61.068,60.484,61.742,53.244,48.624,61.603,60.508,63.335,54.754,69.226
-332.55,-46.449,-48.751,38.489,36.549,61.354,58.797,62.362,53.614,48.087,59.475,58.839,61.657,50.391,65.538
-343.9,-47.142,-49.521,37.37,35.426,60.463,55.605,59.694,51.748,46.158,55.451,54.739,57.341,44.629,58.432
-350.91,-47.534,-48.551,36.619,33.683,60.633,53.72,55.662,48.82,43.245,52.262,50.783,52.626,39.947,50.947
-353.36,-49.907,-50.126,35.62,30.919,62.021,53.568,51.896,45.272,39.801,50.582,47.837,48.713,37.105,44.452
-358.42,-52.652,-53.689,34.032,27.685,63.055,53.22,48.479,40.928,36.839,49.047,44.892,44.765,34.685,37.595
-367.6,-53.703,-55.834,32.331,25.743,63.143,52.023,46.152,37.069,35.363,47.709,42.565,41.028,32.738,30.685
-374.17,-55.293,-56.834,30.655,25.846,62.929,51.583,46.819,36.133,35.36,48.576,43.386,40.054,34.052,27.487
-375.14,-61.038,-59.94,28.244,26.395,62.292,52.591,50.253,38.445,35.923,52.041,47.499,43.125,40.185,30.711
-376.71,-69.692,-65.415,24.679,25.168,60.155,52.991,52.47,40.874,36.249,55.151,50.827,47.442,48.216,38.066
-383.67,-76.101,-70.193,20.778,21.599,56.463,50.555,49.613,39.941,35.906,54.71,49.395,48.931,53.351,44.781
-391.63,-78.23,-73.414,17.233,16.499,52.509,45.536,42.251,35.252,34.259,50.354,43.525,46.555,53.497,48.277
-396.49,-79.266,-77.458,13.149,10.538,48.826,39.441,34.009,29.024,30.859,43.501,36.123,42.114,49.714,48.614
-404.52,-82.052,-82.533,7.5462,4.529,44.675,33.057,27.366,23.684,27.001,35.552,29.14,37.436,43.98,46.695
-423.09,-85.44,-85.143,2.1117,0.59612,40.611,27.652,23.264,21.258,25.642,29.067,24.313,34.273,39.016,44.987
-444.79,-88.061,-84.453,0.37535,0.75214,39.514,26.325,23.37,23.348,28.171,28.301,24.982,35.423,38.693,48.006
-452.77,-91.882,-85.786,3.1981,3.6748,42.876,30.805,28.648,28.982,31.623,34.741,32.559,41.895,44.482,57.535
-443.75,-98.463,-93.468,6.6802,4.8085,47.138,37.151,35.236,33.052,31.045,42.652,41.445,48.749,51.12,67.335
-435.55,-104.16,-102.94,6.1707,1.1179,46.47,38.07,35.774,30.061,25.189,43.065,42.29,47.902,49.805,67.256
-446.45,-103.78,-105.36,1.4698,-5.372,39.554,30.841,27.336,20.371,18.288,33.531,32.38,37.243,37.878,54.636
-473.97,-98.742,-99.546,-3.6537,-10.197,31.502,20.665,15.741,10.607,15.188,21.242,19.581,24.242,22.876,38.39
-500.92,-97.22,-94.347,-6.511,-11.666,28.089,14.661,9.4315,6.7054,16.091,14.965,13.575,17.995,14.62,29.272
-517.51,-104.85,-97.863,-7.9862,-11.792,29.708,14.377,10.418,8.1951,17.563,16.105,15.544,19.507,14.992,28.46
-529.72,-118.36,-108.45,-10.067,-12.829,32.134,15.816,13.495,10.272,17.391,19.311,18.934,22.222,17.738,28.363
-547.54,-130.36,-118.73,-13.369,-15.288,31.774,14.905,13.035,9.3496,16.061,19.368,17.998,20.322,16.494,22.418
-573.11,-137.96,-125.2,-18.097,-19.46,28.335,10.477,7.7341,4.7792,13.847,14.781,12.068,13.319,9.8761,10.547
-602.21,-144.16,-130.46,-25.224,-26.206,23.203,3.1058,-0.55291,-2.8239,9.499,6.4075,2.9884,3.6308,-0.13513,-3.5686
-630.87,-152.44,-137.8,-34.682,-34.86,17.528,-5.8135,-9.2419,-11.882,2.9911,-3.5781,-7.1095,-6.211,-10.653,-15.993
-657.2,-163.08,-147.21,-43.711,-42.363,12.368,-13.614,-15.689,-19.202,-2.7797,-11.458,-15.077,-13.375,-18.018,-23.009
-680.12,-174.42,-156.9,-49.45,-46.564,8.8672,-17.774,-18.424,-22.246,-5.2367,-14.2,-17.921,-15.576,-19.186,-22.462
-699.91,-185.05,-165.93,-52.791,-49.361,7.0384,-18.915,-19.294,-22.654,-5.9154,-13.111,-16.646,-14.165,-15.126,-16.754
-718.6,-194.28,-174.41,-57.444,-54.543,5.1749,-20.582,-22.446,-25.075,-8.846,-12.934,-16.267,-13.939,-10.725,-11.66
-737.78,-202.44,-183.22,-65.044,-63.091,1.5884,-24.981,-29.632,-31.61,-15.598,-16.201,-20.001,-17.705,-9.3475,-9.8961
-757.17,-211.26,-193.76,-73.377,-72.619,-3.3744,-30.514,-37.986,-39.529,-23.931,-20.616,-25.47,-22.769,-9.2674,-8.0323
-776.35,-222.21,-206.47,-80.006,-81.139,-7.8662,-34.673,-43.858,-45.463,-31.209,-23.299,-28.691,-24.94,-7.4564,-2.0998
-795.72,-233.72,-218.94,-85.371,-88.934,-10.883,-37.696,-47.358,-49.621,-36.957,-25.23,-29.808,-24.42,-5.0415,5.874
-814.79,-241.92,-227.39,-90.845,-96.304,-13.253,-41.528,-51.232,-54.101,-41.531,-29.168,-32.126,-25.032,-5.9889,10.145
-831.99,-245.19,-231.11,-95.639,-101.95,-16.234,-46.304,-56.442,-58.942,-44.529,-34.812,-36.66,-28.545,-11.159,8.8374
-848.1,-246.75,-233.9,-97.884,-105.08,-19.85,-50.061,-61.169,-62.43,-45.98,-38.993,-40.865,-32.841,-16.941,5.4828
-866.96,-250.78,-239.61,-97.853,-107.23,-22.928,-51.671,-63.803,-64.327,-47.605,-40.215,-42.778,-35.83,-20.243,2.897
-889.96,-257.33,-247.42,-97.777,-110.15,-24.319,-52.048,-64.712,-66.154,-51.02,-40.298,-43.589,-38.24,-22.045,-0.70987
-911.93,-262.97,-253.39,-98.69,-113.14,-23.775,-52.291,-64.931,-68.392,-55.337,-41.251,-45.383,-41.541,-24.905,-7.9534
-926.74,-266.11,-255.94,-99.617,-114.47,-21.966,-52.467,-65.026,-69.903,-58.194,-42.951,-48.544,-45.409,-29.24,-17.546
-935.61,-268.95,-257.62,-100.06,-114.6,-20.038,-52.669,-65.594,-70.432,-58.854,-44.64,-52.32,-48.753,-33.748,-25.854
-945.5,-273.51,-261.15,-100.96,-115.42,-18.993,-53.502,-66.982,-71.291,-58.704,-46.453,-55.985,-51.489,-37.788,-31.515
-959.14,-277.98,-265.75,-102.21,-116.64,-19.008,-54.588,-67.866,-72.643,-58.781,-48.118,-58.169,-53.561,-41.293,-35.865
-971.51,-279.11,-268.62,-101.65,-115.71,-19.266,-54.191,-65.976,-72.344,-58.541,-47.992,-56.87,-53.615,-43.384,-39.575
-977.48,-277.05,-268.98,-98.301,-112.26,-18.81,-51.8,-61.399,-69.139,-57.527,-45.369,-52.049,-50.771,-43.321,-41.657
-978.25,-275.54,-269.06,-95.188,-109.94,-17.844,-50.05,-57.686,-65.41,-56.723,-42.794,-47.268,-47.166,-42.625,-42.172
-977.72,-277.14,-271.09,-96.476,-112.14,-17.968,-52.293,-58.266,-64.825,-57.318,-44.038,-46.88,-46.641,-44.26,-43.535
-976.32,-280.18,-274.5,-102.14,-117.5,-20.676,-58.527,-62.796,-68.14,-59.199,-49.881,-51.749,-50.702,-49.213,-47.703
-972.59,-281.38,-277.04,-107.86,-121.96,-25.482,-65.234,-68.37,-73.183,-61.689,-57.272,-58.879,-57.161,-55.132,-53.152
-967.96,-280.48,-278.06,-110.49,-124.27,-29.864,-69.234,-73.208,-78.294,-64.975,-62.587,-64.777,-62.879,-58.747,-56.011
-965.02,-280.39,-279.71,-111.33,-126.87,-31.507,-70.346,-77.378,-83.62,-69.667,-64.435,-67.869,-66.451,-58.606,-53.989
-962.1,-283.15,-284.21,-113.15,-131.46,-30.594,-70.1,-80.756,-89.078,-75.396,-63.443,-68.212,-68.021,-55.296,-48.422
-954.64,-287.1,-290.55,-115.92,-136.44,-29.483,-69.422,-82.632,-93.285,-80.933,-60.93,-66.755,-68.089,-50.277,-42.537
-942.39,-288.85,-294.99,-117.41,-139.6,-29.928,-68.408,-83.336,-95.3,-85.395,-58.294,-65.085,-67.339,-45.152,-38.31
-930.34,-287.07,-295.16,-116.78,-141.14,-30.962,-67.161,-84.034,-95.712,-88.316,-56.343,-64.222,-66.447,-40.972,-35.142
-920.63,-283.19,-292.35,-115.15,-142.26,-29.976,-65.527,-84.285,-94.998,-88.814,-54.317,-63.087,-65.039,-37.304,-31.259
-908.09,-278.73,-289,-113.08,-142.17,-25.821,-62.564,-81.876,-92.222,-86.082,-50.453,-59.527,-61.663,-32.688,-26.09
-887.03,-273.52,-285.12,-109.63,-138.97,-20.376,-57.637,-76.249,-86.76,-81.024,-44.389,-53.527,-55.916,-26.841,-21.094
-859.61,-266.96,-278.91,-104.68,-132.87,-16.791,-52.033,-70.424,-80.364,-76.216,-38.345,-48.07,-49.982,-21.785,-18.267
-833.14,-259.78,-270.53,-100.21,-126.73,-16.394,-48.25,-67.771,-75.898,-73.58,-34.96,-45.783,-46.829,-19.839,-18.137
-810.75,-253.18,-262.78,-97.835,-122.82,-17.649,-47.223,-67.841,-74.242,-72.785,-34.388,-45.826,-46.967,-20.937,-19.434
-789.04,-246.92,-257.51,-96.211,-120.59,-18.089,-47.099,-67.195,-73.722,-72.359,-34.449,-45.35,-47.991,-22.93,-20.353
-764.86,-239.79,-253.17,-92.729,-118.27,-16.902,-45.477,-63.891,-72.483,-71.472,-33.434,-43.204,-47.386,-24.214,-19.726
-739.98,-231.96,-247.36,-87.231,-115.39,-15.402,-42.334,-59.334,-70.201,-69.881,-31.745,-40.689,-44.853,-24.885,-17.337
-717.33,-225.15,-240.11,-82.317,-112.48,-15.209,-39.881,-55.71,-67.394,-67.078,-30.729,-39.033,-41.73,-25.344,-13.967
-696.01,-220.07,-233,-79.848,-109.42,-16.446,-39.755,-53.497,-64.385,-62.841,-30.837,-37.843,-39.101,-25.102,-11.09
-672.87,-215,-226.07,-78.881,-105.54,-17.918,-41.293,-52.188,-61.542,-58.382,-31.421,-36.385,-37.118,-23.57,-9.6316
-647.57,-208.28,-218.2,-77.77,-101.37,-18.636,-42.837,-51.888,-59.589,-55.599,-31.737,-34.98,-35.608,-21.17,-8.8217
-623.03,-200.84,-209.94,-76.624,-98.525,-18.552,-43.752,-52.809,-58.774,-54.868,-31.529,-34.298,-34.541,-18.856,-7.077
-601.4,-194.68,-203.44,-76.184,-97.364,-17.854,-44.293,-53.885,-58.163,-54.484,-30.802,-34.004,-33.799,-16.958,-4.2456
-581.59,-189.46,-198.77,-75.314,-95.762,-16.292,-43.989,-53.283,-56.486,-52.692,-29.442,-32.903,-32.878,-15.074,-1.8896
-561.22,-182.84,-193.07,-71.777,-91.445,-13.685,-41.513,-50.304,-53.462,-49.466,-27.21,-30.146,-31.064,-12.778,-0.78592
-539.13,-174.04,-184.59,-65.522,-84.886,-10.58,-36.561,-45.915,-49.769,-45.815,-24.024,-25.897,-27.993,-9.9251,0.60313
-515.71,-165.08,-175.45,-59.244,-78.658,-7.6949,-30.836,-41.334,-45.958,-42.174,-20.251,-21.123,-24.102,-6.5677,3.9248
-491.98,-157.64,-168.24,-54.959,-73.998,-4.9825,-26.358,-36.9,-42.02,-38.427,-16.658,-17.091,-20.434,-3.1107,8.0909
-469.07,-150.69,-161.81,-51.725,-69.54,-2.1311,-23.396,-32.673,-38.055,-35.101,-13.917,-14.703,-17.794,-0.32472,10.361
-447.81,-142.75,-153.37,-48.034,-64.112,0.064007,-21.007,-29.443,-34.769,-33.379,-12.107,-13.854,-16.132,1.4866,10.095
-428,-135.18,-143.77,-44.946,-59.409,0.03066,-19.075,-28.24,-32.929,-33.586,-10.668,-13.475,-14.854,3.3396,9.7764
-408.58,-130.59,-137.34,-44.583,-58.148,-2.2402,-18.291,-28.764,-32.423,-34.335,-8.7034,-12.395,-13.434,6.9487,11.987
-388.66,-128.55,-135.5,-46.027,-59.911,-4.1245,-18.019,-28.957,-32.07,-33.724,-5.3714,-10.105,-11.424,12.922,16.824
-368.08,-125.3,-133.97,-45.383,-60.788,-2.7941,-15.978,-26.874,-30.566,-31.215,-0.55183,-6.8348,-8.3155,19.807,22.718
-346.79,-118.33,-128.18,-40.748,-57.939,1.5563,-11.209,-22.988,-27.77,-27.963,4.4077,-3.4563,-4.278,25.094,28.226
-324.7,-109.47,-119.15,-34.942,-52.996,5.9226,-6.1637,-19.957,-24.983,-25.366,7.1034,-1.3561,-0.91865,27.059,32.067
-302.49,-101.99,-111.45,-31.672,-49.533,7.8537,-4.2086,-19.655,-23.596,-23.608,6.1871,-1.5956,-0.16727,25.763,32.905
-281.61,-96.386,-106.56,-30.539,-48.193,7.5553,-5.493,-20.917,-23.476,-21.796,3.0881,-3.6573,-1.9217,22.68,30.738
